content,score,cleaned,label
"dari awal toko online aq cuma tahu tokopedia,belanja mudah gk ribet klo ada masalah cepat di tanggapi apa solusi terbaik",5,toko online aq tokopedia belanja mudah gk ribet klo cepat tanggapi solusi terbaik,positif
"loading untuk ke halaman digital sign nya lama banget, tolong di Fix dong developer untuk yg lain si udh oke fitur nya",4,loading halaman digital sign nya banget tolong fix developer yg si udh oke fitur nya,positif
sore toped.. 🤗 hbs update aplikasi kog susah skrg ya mau upload video pendek saat mereview dan ksh ulasan pembelian,4,sore toped hbs update aplikasi kog susah skrg ya upload video pendek mereview ksh ulasan pembelian,positif
"keseringan disuruh update melulu, apalagi kalo memorinya penuh baru separo download terputus ntar suruh update lagi dari awal",4,keseringan disuruh update melulu kalo memorinya penuh separo download terputus ntar suruh update,positif
"rindu sama toped versi lama yg mana gratis ongkirnya full ga kenal jarak , sekarang bukan gratis ongkir lagi tp potongan ongkir , dulu toped tempat belanja online utama saya SEKARANG ga lagi bahkan sangat jarang belanja disini lagi bisa dihitung dgn jari tangan kanan....tolong kembalikan topen versi dulu",2,rindu toped versi yg gratis ongkirnya full ga kenal jarak gratis ongkir tp potongan ongkir toped belanja online utama ga jarang belanja dihitung dgn jari tangan kanan tolong kembalikan topen versi,negatif
pelayanannya lebih di tingkatkan & banyak gratis ongkir,5,pelayanannya tingkatkan gratis ongkir,positif
"aplikasi isinya penipu semua, padahal udh ada bukti masih aja dukung penipu",1,aplikasi isinya penipu udh bukti aja dukung penipu,negatif
sangat membantu dan praktis,5,membantu praktis,positif
"kalau belanja di Tokopedia kenpah no kulirnya gak pernh di perlihatkan atau di cantumkan no nya,, jadi susah mau tlpn kulirnya juga",3,belanja tokopedia kenpah no kulirnya gak pernh perlihatkan cantumkan no nya susah tlpn kulirnya,netral
"Sangat ribet saat proses pembatalan, lebih dari 1 jam wajib melalui persetujuan seller, seringkali uang tertahan karna toko yg slow respon/sudah lama tidak aktif tapi gada notice dari apk tokpednya, g fair untuk buyer, akan lebih baik jika pembatalan otomatis saja tanpa persetujuan dari seller",1,ribet proses pembatalan jam wajib persetujuan seller seringkali uang tertahan karna toko yg slow respon aktif gada notice apk tokpednya g fair buyer pembatalan otomatis persetujuan seller,negatif
gbisa liat riwayat transaksi sampe akhir,1,gbisa liat riwayat transaksi sampe,negatif
LELET PENANGANAN KOMPLAINAN. GAADA SOLUSI SAMA SEKALI 11 HARI NUNGGU GAADA KEMAJUAN.,1,lelet penanganan komplainan gaada solusi nunggu gaada kemajuan,negatif
sukses melayani,5,sukses melayani,positif
min kok tiba tiba ada kode otp padahal belum download apk nya,1,min kode otp download apk nya,negatif
keren banget,5,keren banget,positif
nice,5,nice,positif
"dear tokped, tolong dong diperbaiki lagi tampilan informasi dan foto penerima paket apabila sudah sampai jangan langsung ditampilkan tombol PENGAJUAN KOMPLAIN, minimal ky toko oren tuh lebih detail ada link buat lihat foto penerima paketnya. Mending kalo buyer itu cerdas semua apa ga bosen nerima komplain mulu?",1,dear tokped tolong diperbaiki tampilan informasi foto penerima paket langsung ditampilkan tombol pengajuan komplain minimal ky toko oren tuh detail link lihat foto penerima paketnya mending kalo buyer cerdas ga bosen nerima komplain mulu,negatif
"Padahal lain akun, lain hp, tapi promo dibatalin sistem melulu cm gara2 sama alamat. Apa 1 rumah cm bs satu akun?",5,akun hp promo dibatalin sistem melulu cm gara alamat rumah cm bs akun,positif
"Kolaborasi & integrasi Tokopedia, Gopay & Bank Jago masih setengah hati. Sbg contoh: Gopay di aplikasi Tokopedia hanya bisa cek saldo belum bisa transfer & top up masih berbayar padahal sesama grup GoTo. Apalagi bank jago jangankan transfer, cek saldo pun belum bisa. Jadi harus buka aplikasi masing-masing. Semoga Tokopedia, Gopay & Bank Jago bisa terintegrasi penuh seperti Shopee, ShopeePay & Seabank yg benar-benar terasa seamless, benar-benar menyatu sempurna bisa digunakan dalam satu aplikasi",1,kolaborasi integrasi tokopedia gopay bank jago hati sbg contoh gopay aplikasi tokopedia cek saldo transfer top up berbayar grup goto bank jago transfer cek saldo buka aplikasi semoga tokopedia gopay bank jago terintegrasi penuh shopee shopeepay seabank yg seamless menyatu sempurna aplikasi,negatif
mau komplain pesanan harus nunggu 1 minggu baru bisa di komplain emang agak lain ini tokopedia,1,komplain pesanan nunggu minggu komplain emang tokopedia,negatif
"Aplikasi Tokopedia sekarang makin jelek, lemot banget, suka error dulu bagus",1,aplikasi tokopedia jelek lemot banget suka error bagus,negatif
tokopedia menaungi toko PENIPU yg menjual produk palsu.saya sbg konsumen jelas dirugikan,1,tokopedia menaungi toko penipu yg menjual produk palsu sbg konsumen dirugikan,negatif
aplikasi anjing dasar aplikasi pengganggu huuuu,1,aplikasi anjing dasar aplikasi pengganggu huuuu,negatif
mantap,5,mantap,positif
"ko jadi susah ya mau blnja disini kita explor ke produk yg mau di beli, tiba tiba malh masuk lagi ke beranda , hadeuh bikin emosi.",2,ko susah ya blnja explor produk yg beli malh masuk beranda hadeuh bikin emosi,negatif
"Saran, untuk fitur batalkan pesanannya di otomatis batal aja🙏🏻 selama belum dikirim,pliss langsung otomatis batal aja gak usah nunggu persetujuan penjual atau batal otomatis, lama nunggunya.🙏🏻 karena kalau nunggu dulu bingung kalo mau co lagi takut orderan yang dibatalin ini dikirim karena gak disetujui penjual. pliss banget inimah, jari juga sering kepeleset, jadi tolong banget batalkan pesanannya otomatis batal aja kek aplikasi sebelah. kecuali kalo emang udah mau dikirim 🙏🏻",5,saran fitur batalkan pesanannya otomatis batal aja dikirim pliss langsung otomatis batal aja gak nunggu persetujuan penjual batal otomatis nunggunya nunggu bingung kalo co takut orderan dibatalin dikirim gak disetujui penjual pliss banget inimah jari kepeleset tolong banget batalkan pesanannya otomatis batal aja kek aplikasi sebelah kecuali kalo emang udah dikirim,positif
tolong sistemnya perlu di tingkatkan mulai dari customer servis dll,1,tolong sistemnya tingkatkan customer servis dll,negatif
👉👌,5,,positif
"blunder besar gabung sama tiktok, pemakai tiktoknitu usia 0-15 tahun aja toko pedia aplikasi jual beli kog mau gitu harus integrasi sama tiktok yg hanya berkonten yang pemakainya anak2 pula",1,blunder gabung tiktok pemakai tiktoknitu usia aja toko pedia aplikasi jual beli kog gitu integrasi tiktok yg berkonten pemakainya anak,negatif
bagus,5,bagus,positif
sanagat mudah penggunaanya mantap sukses selalu tokopedia,5,sanagat mudah penggunaanya mantap sukses tokopedia,positif
"Sering belanja pake tokped tapi baru kali ini kesal juga. Saya tau pemilihan kurir gratis ongkir regular itu pasti yg paling murah. Tapi maaf, kalau kurirnya pake JNE, teruntuk pengiriman Jakarta ke jakarta juga itu sangat tidak di rekomendasikan. Saya bandingkan dengan kurir sebelah itu gak sampe 2x24 jam pasti udah sampe. Sedangkan JNE di maksimalkan waktu 3 hari tapi sampai di hari ketiga aja barang belum ada kejelasan akan datang atau tidaknya. Padahal Jakarta ke jakarta loh pengirimannya.",2,belanja pake tokped kali kesal tau pemilihan kurir gratis ongkir regular yg murah maaf kurirnya pake jne teruntuk pengiriman jakarta jakarta rekomendasikan bandingkan kurir sebelah gak sampe x jam udah sampe jne maksimalkan ketiga aja barang kejelasan tidaknya jakarta jakarta loh pengirimannya,negatif
sekarang tidak bisa bayar pakai kredivo,2,bayar pakai kredivo,negatif
mantap,5,mantap,positif
"pelayanan nya lumayan buruk ,kita mengajukan komplain selalu di tolak sama admin Tokopedia,gimana ini",2,pelayanan nya lumayan buruk mengajukan komplain tolak admin tokopedia gimana,negatif
admin toped tidak gercep meng investigasi pengiriman yg lama,1,admin toped gercep meng investigasi pengiriman yg,negatif
"PAKET TIDAK BERGERAK SUDAH DUA HARI SAMPAI HARI INI, KOMPLAIN KMNA? BOT SEMUA",1,paket bergerak komplain kmna bot,negatif
"order bisa dilakukan cepat, hanya saja banyak seller/kurir yg gak patuh dgn program sehingga menahan proses sampai batal otomatis !",3,order cepat seller kurir yg gak patuh dgn program menahan proses batal otomatis,netral
ok,5,ok,positif
"min tolong dong untuk verifikasi rubah password ditambah opsi verifikasi ke no hp. akun saya g bisa login karna email sudah non aktif sedangkan verifikasi hanya ke email saja, sebelumnya dulu ada opsi verifikasi ke no. hp",4,min tolong verifikasi rubah password ditambah opsi verifikasi no hp akun g login karna email non aktif verifikasi email opsi verifikasi no hp,positif
lumayan bisa dipercaya dari pada yg lain,4,lumayan dipercaya yg,positif
Jualan di tokopedia gak laku.,5,jualan tokopedia gak laku,positif
👍👍👍👍,4,,positif
"aplikasi yang sangat buruk tidak bisa membantu dan tidak teliti dalam mengirimkan barang, aplikasi yang sangat merugikan",1,aplikasi buruk membantu teliti mengirimkan barang aplikasi merugikan,negatif
mantap,5,mantap,positif
Pantes sepi.. Gratis Ongkir nya sedikit... Plus kurir rekomendasi kebanyakan yang di pakai kurir goblog semua... Kirim paket yang estimasi 4-5 hari aja sampai hampir sebulan....,1,pantes sepi gratis ongkir nya plus kurir rekomendasi kebanyakan pakai kurir goblog kirim paket estimasi aja sebulan,negatif
FREE ONGKIR GAK BERFUNGSI,1,free ongkir gak berfungsi,negatif
tidak bisa buka belanjaan di setiap toko,1,buka belanjaan toko,negatif
"Tokped jd ampas, semua fitur diskusi di isi AI diskusi produk jadi gak jelas, dan banyak miss ke penjual. Ditambah tracking produk yg dipesan sekarang hanya keterangan proses tanpa update.",1,tokped jd ampas fitur diskusi isi ai diskusi produk gak miss penjual ditambah tracking produk yg dipesan keterangan proses update,negatif
bagus,5,bagus,positif
Bagus kali sangat membantu,5,bagus kali membantu,positif
mantapp dan keren,5,mantapp keren,positif
bagus aplikasinya,5,bagus aplikasinya,positif
mantap,5,mantap,positif
Kangen Tokopedia seperti dulu sebelum kerjasama dengan tiktok,3,kangen tokopedia kerjasama tiktok,netral
banget,5,banget,positif
MERUGIKAN customer . PROSES ( pengembalian barang ) Saldo Refound : saldo yang diterima TIDAK SESUAI dengan harga transaksi ! ONGKOS pengiriman pengembalian barang dibebankan pada customer yang nominalnya BERBEDA dengan nominal yang dikirimkan penjual,1,merugikan customer proses pengembalian barang saldo refound saldo diterima sesuai harga transaksi ongkos pengiriman pengembalian barang dibebankan customer nominalnya berbeda nominal dikirimkan penjual,negatif
sangat baik,5,,positif
pelayanan cepat,5,pelayanan cepat,positif
Ok,5,ok,positif
baik,5,,positif
gaksuka,1,gaksuka,negatif
Ok Punya,5,ok,positif
"iya bener kadang barang yg di kirim nggak sesuai ,kita nggak bisa komen ujung2 nya konsumen yg di salah kan.ki",3,iya bener kadang barang yg kirim nggak sesuai nggak komen ujung nya konsumen yg salah ki,netral
tolol,1,tolol,negatif
oke,5,oke,positif
I Love Tokopedia ... banyk sekalia perbincangan yg memprediksi kebangkrutan Tokopedia. Plis jangan sampe ilang atau bertambah buruk. sedih Aq tuh tauu😵‍💫,5,i love tokopedia banyk sekalia perbincangan yg memprediksi kebangkrutan tokopedia plis sampe ilang bertambah buruk sedih aq tuh tauu,positif
"estimasi datang smpai tgl 10, bru bisa komplen tgl 12, g masuk logika..",3,estimasi smpai tgl bru komplen tgl g masuk logika,netral
good,4,good,positif
apa gunanya asuransi proteksi produk kalau barang yang diterima tetap rusak dan tidak bisa diklaim ganti rugi,1,gunanya asuransi proteksi produk barang diterima rusak diklaim ganti rugi,negatif
"lebih baik dari toko Oren,toko Oren udah rugiin gua berkali"" gak di tenggung jawab TOKOPEDIA THE BEST✨👏",5,toko oren toko oren udah rugiin gua berkali gak tenggung tokopedia the best,positif
Pelit promo,2,pelit promo,negatif
ini sangat membantu dengan saldo refund,5,membantu saldo refund,positif
Di kasih promo gratis ongkir tidak berguna tidak kirim sama penjualnya. cs Tokopedia susah di hubungi. paket tidak jelas,1,kasih promo gratis ongkir berguna kirim penjualnya cs tokopedia susah hubungi paket,negatif
pantes aplikasi nya mulai sepi soalnya bnyk penipuan yang menyangkut pautkan dengan aplikasi ini untuk kembali ke pasaran online market,1,pantes aplikasi nya sepi bnyk penipuan pautkan aplikasi pasaran online market,negatif
bgus,5,bgus,positif
sangat puas terimakasih banyak,5,puas terimakasih,positif
mantap,5,mantap,positif
"Asuransi gk guna, Refund gk diurus, Total belanja 6 juta refund cuma 800",1,asuransi gk refund gk diurus total belanja juta refund,negatif
awesome,5,awesome,positif
saldo saya dicuri orang tidak dikenal dengan cara dibelikan pulsa. kerugian saya sampai 800 ribu rupiah. bagaimana solusinya ini. aplikasi ini keamanannya sangat rendah.,1,saldo dicuri orang dikenal dibelikan pulsa kerugian ribu rupiah solusinya aplikasi keamanannya rendah,negatif
"dear developer,,kasih menu blacklist dong dri kami pembeli ke penjual,,,skrang toko ijo banyak penjual gadungan kyak toko orange.biyar kami para pembeli bisa blacklist penjual2 abal2 force close stelah update",5,dear developer kasih menu blacklist dri pembeli penjual skrang toko ijo penjual gadungan kyak toko orange biyar pembeli blacklist penjual abal force close stelah update,positif
mau mengatur pengiriman saja ribet.login gk bisa padahal semua sandi dan pswrd betul. sampah nih marketplace.,1,mengatur pengiriman ribet login gk sandi pswrd sampah nih marketplace,negatif
ok,5,ok,positif
aplikasi tokopedia makin menjadi aplikasi SAMPAH semenjak bergabung dgn Tiktok 🤮,1,aplikasi tokopedia aplikasi sampah semenjak bergabung dgn tiktok,negatif
tokopedia luarbiyasa,5,tokopedia luarbiyasa,positif
oke,5,oke,positif
bagus,5,bagus,positif
"kondisi tokopedia sekarang memprihatinkan. Mengajukan pembatalan kok ditolak penjual, padahal waktu order sampai pengajuan pembatalan baru hitungan menit. pihak tokopedia ga da kasih solusi apa2. hati2 belanja di tokopedia.",1,kondisi tokopedia memprihatinkan mengajukan pembatalan ditolak penjual order pengajuan pembatalan hitungan menit tokopedia ga da kasih solusi hati belanja tokopedia,negatif
semenjak gabung tiktok susahnya buka toped,1,semenjak gabung tiktok susahnya buka toped,negatif
parahh... ga bisa checkout dari kemarin... error melulu 👎,1,parahh ga checkout kemarin error melulu,negatif
ok,5,ok,positif
"jangan iklan terus,,masa buka hp langsung iklan tokopedia,,dan itu berulang2,sangat menggangu.",1,iklan buka hp langsung iklan tokopedia berulang menggangu,negatif
RIP Tokopedia,1,rip tokopedia,negatif
beragam barang dengan harga yang terjangkau,5,beragam barang harga terjangkau,positif
"aplikasi kaga jelas, pelayanan buruk",1,aplikasi kaga pelayanan buruk,negatif
pesanan saya di batalkan sepihak... eh malah di refund tidak full. mw komplain tp cara menghungi CS susah #unistalltokopedia,1,pesanan batalkan eh refund full mw komplain tp menghungi cs susah unistalltokopedia,negatif
"Mohon update aplikasi untuk android 8, karena versi update yang Tokopedia versi flashsale 6.6 kurang stabil...Aplikasi terhenti (Crash/hang) ketika akan memilih barang yang sedang dicari...",5,mohon update aplikasi android versi update tokopedia versi flashsale stabil aplikasi terhenti crash hang memilih barang dicari,positif
saya sdh ber tahun² gunakan tpi knpa dri pcah telur n poin sllu berkurang n pengiriman lebih sering mhal dripda sebelahnya tlong di tingktan setidaknya sama dngan yg lainya syukur² mlh lbih baik,3,sdh ber tpi knpa dri pcah telur n poin sllu berkurang n pengiriman mhal dripda sebelahnya tlong tingktan dngan yg lainya syukur mlh lbih,netral
Good 👍,5,good,positif
terbaik 👍💯,5,terbaik,positif
versi yg sekaran jd susah sering keluar di aplikasinya sendiri jd terpakasa belanja ketoko sebelah,3,versi yg sekaran jd susah aplikasinya jd terpakasa belanja ketoko sebelah,netral
Barang yg dipesan asli dan pengiriman cepat dan dipacking dgn rapi oleh penjualnya. terima kasih,5,barang yg dipesan asli pengiriman cepat dipacking dgn rapi penjualnya terima kasih,positif
"hati hati kalau pakai gopay later... ketika barang batal kirim..dan barang hilang dikurir, customer tetap ditagih pihak gopay,,harus bayar dan tanpa menerima barang tersebut",1,hati hati pakai gopay later barang batal kirim barang hilang dikurir customer ditagih gopay bayar menerima barang,negatif
Sangat membantu jual beli online,5,membantu jual beli online,positif
Sangat Rekomendasi,5,rekomendasi,positif
"saya baru gabung, semoga bisa menghasilkan cuan kayak yg Laen ya",4,gabung semoga menghasilkan cuan kayak yg laen ya,positif
"CS SLOWWWRESPONN antrian no.1 pun sekali bales bisa 3-5menit setelah itu ngilang, mana pada kaga paham lgi masalahnya",1,cs slo antrian no bales menit ngilang kaga paham lgi,negatif
pilih pembayaran token listrik kok lemot,3,pilih pembayaran token listrik lemot,netral
good job,5,good job,positif
👍,5,,positif
"yang benar saja admin. gak benar ini toko pedia. masa iya ongkir retur pembeli yang tanggung. kesalahan dri penjual,tpi pembeli yang nangung resikonya.",1,admin gak toko pedia iya ongkir retur pembeli tanggung kesalahan dri penjual tpi pembeli nangung resikonya,negatif
memudahkan dalam belanja,5,memudahkan belanja,positif
sudah tidak ada gratis ongkir,2,gratis ongkir,negatif
bingung kalo ada masalah di aplikasinya harus hubungin siapa ya ini saya dapat keadilan uang gk kembali barang juga gaada tolong dong,1,bingung kalo aplikasinya hubungin ya keadilan uang gk barang gaada tolong,negatif
yang bener aja laah fitur tiket and travel di ilangin gitu aja. gua udh beli tiket kereta mau liat di transaksi aja udah gak ada😤,2,bener aja laah fitur tiket and travel ilangin gitu aja gua udh beli tiket kereta liat transaksi aja udah gak,negatif
gajelas nih aplikasi. bayar wifi tanggal 9 ngasih tau transaksi gagal tanggal 10. minimal kalo ngasih tau gagal tuh pas tanggal bayar lah kocak! mana refund nya lama. mau komplain libur idul adha! benerin sistem sana lucu!,1,gajelas nih aplikasi bayar wifi tanggal ngasih tau transaksi gagal tanggal minimal kalo ngasih tau gagal tuh pas tanggal bayar kocak refund nya komplain libur idul adha benerin sistem lucu,negatif
"sebenarnya sangat membantu,tp sayang update pengiriman yg lambat dan perlu di tingkatkan,karna kalau pembayaran cod lihat status pengiriman masih jauh tp tau² sdh sampai dan tidak ketemu orangnya bisa di batalin sepihak oleh kurir",2,membantu tp sayang update pengiriman yg lambat tingkatkan karna pembayaran cod lihat status pengiriman tp tau sdh ketemu orangnya batalin kurir,negatif
habis update toko yg di ikuti malang gag muncul,1,habis update toko yg ikuti malang gag muncul,negatif
"jelek,,bagusan kayak dulu. mau jualan juga gabisa.. udah bagus"" gausah jual saham, malah collab di tiktok. parah",1,jelek bagusan kayak jualan gabisa udah bagus gausah jual saham collab tiktok parah,negatif
apk minta update terus abisin data,2,apk update abisin data,negatif
"parah ini Toped seolah-olah melindungi seller PENIPU, yang membuat pembeli buat susah mengadu ke CS toped, tanpa adanya respon cepat untuk tindakan pelaporan ke polisi atau penutupan akun seller penipu ini semoga ke depan jauh lebih baik",1,parah toped olah melindungi seller penipu pembeli susah mengadu cs toped respon cepat tindakan pelaporan polisi penutupan akun seller penipu semoga,negatif
kok jadi kacau gini tokped?,5,kacau gini tokped,positif
setelah diupdate toko favorit jadi tidak terlihat...,5,diupdate toko favorit,positif
oke,4,oke,positif
belanja di tokped kurang cuan,3,belanja tokped cuan,netral
aplikasi yg sangat rekomendit...,5,aplikasi yg rekomendit,positif
"good, semua ada yang di cari dan di butuhkan.",5,good cari butuhkan,positif
jos,5,jos,positif
sy dari dlu belanja dan jual barang selalu pakai Tokopedia..tapi mulai sekarang saya beralih ke shopee..bahkan sebelumnya ga pernah jual barang dishopee skrng sy udh bikin toko dishopee..sadarlah kalian mulai ditinggalkan pengguna..sebentar lagi bakal kaya bukalapak,1,sy dlu belanja jual barang pakai tokopedia beralih shopee ga jual barang dishopee skrng sy udh bikin toko dishopee sadarlah ditinggalkan pengguna sebentar kaya bukalapak,negatif
nih tolong ya tokped makin kesini aturannya makin ngaco.kenapa klo pembeli cancel harus persetujuan penjual tapi giliran penjual cancel seenaknya aja tanpa konfirmasi pembeli tungguin aja batas maksimal proses klo lewat otomatis ke cancel,1,nih tolong ya tokped kesini aturannya ngaco klo pembeli cancel persetujuan penjual giliran penjual cancel aja konfirmasi pembeli tungguin aja batas maksimal proses klo otomatis cancel,negatif
"Klo bisa, tiap pengiriman cantumkan nomer telp kurirnya, JD bila ada kendala mudah utk komunikasi. Sprti pengiriman yg lalu, kurir J&T menyatakan paket sdh di trima, oleh yg bersangkutan, tp sy hubungi, si penerimanya, justru blm ada paket apapun yg ia trima, mo mghubungi kurirnya jg bingung, GK ada nomor telp nya. dan aneh nya kurirnya jg, masa iya GK ngasih tau, GK komunikas ke pembelinya, sdngkan nomor telp pembeli kan ada. 3 hari kemudian br di temukan paketnya, ktnya salah kirim, kan aneh",3,klo pengiriman cantumkan nomer telp kurirnya jd kendala mudah utk komunikasi sprti pengiriman yg kurir j t paket sdh trima yg bersangkutan tp sy hubungi si penerimanya blm paket apapun yg trima mo mghubungi kurirnya jg bingung gk nomor telp nya aneh nya kurirnya jg iya gk ngasih tau gk komunikas pembelinya sdngkan nomor telp pembeli br temukan paketnya ktnya salah kirim aneh,netral
"walaupun masih banyak kekurangan, ya... masih bagus lah buat yang lagi perlu banget.",5,kekurangan ya bagus banget,positif
"halo tokped, saya sangat kecewa dengan pelayanan yang diberikan, awal nya saya mau scroll mencari barang, tetapi ada event scam yang membuat saya memberikan rating 1 ini, yaitu event spin, dalam event dituliskan juga ketika belom pernah mendapatkan hadiah dari event ini maka seharusnya customer bisa mendapatkannya, pada event ini customer disuruh untuk check out terlebih dahulu, saya sudah mengikuti sesuai aturan, dan saya tidak mendapatkan kupon dari spin tersebut, tolong ditindak secara tegas!",1,halo tokped kecewa pelayanan nya scroll mencari barang event scam rating event spin event dituliskan belom hadiah event customer mendapatkannya event customer disuruh check out mengikuti sesuai aturan kupon spin tolong ditindak,negatif
"makin hancur Tokopedia costumer service susah dihubungi, riwayat pembelian hilang semua dan mitra Tokopedia sekarang tutup. absolute cinematic great job tiktok hancurkan Tokopedia",1,hancur tokopedia costumer service susah dihubungi riwayat pembelian hilang mitra tokopedia tutup absolute cinematic great job tiktok hancurkan tokopedia,negatif
"makin ampass, promosi lu ganggu sat, abis beli huawei di span promosi mulu bikin makin males pake produk lu tiktok 👎👎",1,ampass promosi lu ganggu sat abis beli huawei span promosi mulu bikin males pake produk lu tiktok,negatif
ini niatnya Tokopedia ini niat nggak sih ngirim barang barangku hari Jumat belinya tanggal 6 estimasi datangnya tanggal 9 sampai 11 aku komplain hari Seninnya tanggal 9 Eh tiba-tiba ada pemberitahuan awalnya nggak ada pemberitahuan terus diganti tanggal 9 barang dikirim terus estimasinya diganti sampai tanggal 14 ini Niatnya apa sih komplain juga nggak disetujui padahal udah lewat harinya Udah ditanya ini tercepat dan sebagainya nggak bener nih aplikasi ditanya banyak potnya aja nggak ada orangn,1,niatnya tokopedia niat nggak sih ngirim barang barangku jumat belinya tanggal estimasi datangnya tanggal komplain seninnya tanggal eh pemberitahuan nggak pemberitahuan diganti tanggal barang dikirim estimasinya diganti tanggal niatnya sih komplain nggak disetujui udah harinya udah tercepat nggak bener nih aplikasi potnya aja nggak orangn,negatif
"aplikasi ga jelas, ga bisa liat semua ulasan barang yang usah di beli orang",1,aplikasi ga ga liat ulasan barang beli orang,negatif
lumayan dapat barangnya dan murah,5,lumayan barangnya murah,positif
"fitur toko favorit error,, per hari ini",5,fitur toko favorit error,positif
siiip,5,siiip,positif
"Hadeh, setelah di update histori transaksi ga muncul lengkap, data penting di tahun 2022 - 2023 hilang",1,hadeh update histori transaksi ga muncul lengkap data hilang,negatif
info langsung ke no pembeli,4,info langsung no pembeli,positif
beli barang mahal2 gua dan gua juga pake asuransi proteksi kerusakan malah di tolak padahal bukti2 udh jelas resi ada foto2 semua ada video umboxing juga ada gua kirim semua gua jelasin juga semua di tolak kalau gitu mah ngapain adaiin proteksi kerusakan bayar mahal2 sama ajh,1,beli barang mahal gua gua pake asuransi proteksi kerusakan tolak bukti udh resi foto video umboxing gua kirim gua jelasin tolak gitu mah ngapain adaiin proteksi kerusakan bayar mahal ajh,negatif
padahal bayar lancar tapi mau gajuin lagi di tolak suruh nunggu sebulan pas udah nunggu sebulan tetep di tolak,1,bayar lancar gajuin tolak suruh nunggu sebulan pas udah nunggu sebulan tetep tolak,negatif
👍,5,,positif
bagus,5,bagus,positif
kenapa konten tampilan gambar ga bisa di download ya Mohon pencerahan,5,konten tampilan gambar ga download ya mohon pencerahan,positif
sebagai seller Sekarang di persulit semenjak gabung dengan tiktok terlalu banyak pengaturan yang di hapus,1,seller persulit semenjak gabung tiktok pengaturan hapus,negatif
"ini baru pertama kali ikut,namun sangat bagus dan cepat operationalnya",5,kali bagus cepat operationalnya,positif
"yg kurang itu cuma loading akses nya aja lemot, padahal koneksi internet jaringan ku lancar kalau buat buka yg lain, tapi kalau buat buka aplikasi Tokopedia sering lemot sekali. Sering error notif merah.",1,yg loading akses nya aja lemot koneksi internet jaringan ku lancar buka yg buka aplikasi tokopedia lemot error notif merah,negatif
"DALAM MENANGANI MASALAH KURANG PROFESIONAL. APALAGI KOMPLAIN PENGEMBALIAN BARANG DAN TERHENTI DIPUSAT RESOLUSI BEBERAPA HARI, SEDANGKAN DANA AKAN DIGUNAKAN UNUK TRANSAKSI LAIN.. TERLALU BANYAK DRAMA TIDAK SEPERTI DULU, DARI PIHAK ADMIN TOKOPEDIA TERLALU MENYEPELAKAN COSTUMER . SEGERA BENAHI SISTEM DAN DIPUSAT RESOLUSI DIBERI WAKTU AGAR PENJUAL MEMBERI RESPON SEHINGGA TIDAK LEPAS DARI TANGGUNG JAWAB. SEGERA DITANGANI DAN DIRESPON !!!",1,menangani profesional komplain pengembalian barang terhenti dipusat resolusi dana unuk transaksi drama admin tokopedia menyepelakan costumer benahi sistem dipusat resolusi penjual respon lepas tanggung ditangani direspon,negatif
banyak penipu nya . bukannya di seleksi datanya . giliran minta refund barang malah repot banget . rugi banget,1,penipu nya seleksi datanya giliran refund barang repot banget rugi banget,negatif
sangat membantu,5,membantu,positif
ok,5,ok,positif
belanja dr kamar...dan semoga amanah (barang n kualiatas bagus),5,belanja dr kamar semoga amanah barang n kualiatas bagus,positif
Paraaahh.. masa voucher gratis ongkir untuk belanjaan pertama kali pas mau co dibatalin gitu aja malah langsung kena ongkir yang hampir sama jumlahnya dengan barang yang mau saya co.. sama pihak toped gegara alamat rumah nya aja yang sama seperti alamat rumah yang saya cantumkan di akun toped pertama dan kedua yang udah di tutup mandiri oleh saya.. padahal nomer hp nya beda-beda loh itu tapi masih aja gak bisa gak taulah itu kenapa gak ngerti juga intinya saya gak mau lagi download Tokopedia (.),1,paraaahh voucher gratis ongkir belanjaan kali pas co dibatalin gitu aja langsung kena ongkir barang co toped gegara alamat rumah nya aja alamat rumah cantumkan akun toped udah tutup mandiri nomer hp nya beda beda loh aja gak gak taulah gak ngerti intinya gak download tokopedia,negatif
sukses,5,sukses,positif
"ini kenapa ya riwayat transaksi 6 bulan yang lalu pada ilang di list transaksi? pasahal mau belanja lagi di toko yang sama, admin/developer tolong atasi permasalahan ini, pulihkan lembali kayak dulu yg bisa lihat riwayat transaksi bertahun-tahun yg lalu",4,ya riwayat transaksi ilang list transaksi pasahal belanja toko admin developer tolong atasi permasalahan pulihkan lembali kayak yg lihat riwayat transaksi bertahun yg,positif
males ah Dana penarikan lama sekali gak kayak toko oren cepet dan mudah,1,males ah dana penarikan gak kayak toko oren cepet mudah,negatif
"bulan juni 2025 update 6.6 aplikasi toped error terus gak bisa di gunakan, sdh di uninstal dan install ulang tetep error , hp yg di gunakan samsung s7, tapi toko pink dan orange walaupun update masih lancar, tapi yg toko hijau error saat di buka , bisa diperbaiki bug nya",3,juni update aplikasi toped error gak sdh uninstal install ulang tetep error hp yg samsung s toko pink orange update lancar yg toko hijau error buka diperbaiki bug nya,netral
Pengiriman cepat dan ga mengecewakan,5,pengiriman cepat ga mengecewakan,positif
kurang bagus,2,bagus,negatif
gopay COINT juga sekarang nggak bisa dipakai di toped .... payah .....,1,gopay coint nggak dipakai toped payah,negatif
sementara bntng 4 👍🏻,4,bntng,positif
