content,score
heran sama diri sendiri berkali kali kecewa masih kecele aja.. pokoknya udah yg terakhir deh ini👎,1
"jujur aja semakin jelek, voucher diskon pun jarang, pengguna setia malah no profit LOL fix pindah",1
mantap,5
membantu,5
semenjak tokped di integrasi sama tiktok makin ribet. barang sudah sampai sudah di terima. masa saldo nya gak masuk2 udah seminggu lebih. makin ke sini bukannya makin bagus malah makin gak jelas ribet pula,1
semngat,5
"apk mantap loginnya mudah, tdk seperti apk sebelah login susah patah"" pengiriman lama",5
BAGUS,5
"payah, barang hampir sebulan belum sampai, pas kita komplaim investigasinya lama banget dari tanggal 4 mei sampai sekarang bahkan mungkin sampai tahun depan ga bakal kelar masalahnya. tidak ada perkembangan, sangat sangat mengecewakan.",1
ribet cara ganti alamat penerimaan,3
kereen.. amanah..,5
good,4
dapat membeli saldo E-toll,5
lama pengiriman nya mending pakai shoope,1
"payah... seller di toped banyak penipu, dan heran nya kok bisa lolos tanpa ada alamat seller, belanja sunco di kasih casing, di komplain barang tidak bisa dikembalikan krn alamat seller tidak lengkap, dan info dari toped, bahwa pembeli tidak respon, dan anehnya kita langsung di blok sehingga tidak memberikan ulasan parahkan.... asli parah toped terlihat seperti kerja sama sama seller",1
kualitas b arang yg dijual sesuai harga.,5
"Jika ada Transaksi yg mengatas namakan Andriansyah Nasution itu bukan saya, saya tidak pernah sekalipun melakukan transaksi disini, bahkan akunnya saja tidak pernah saya daftar, terimakasih!",5
"CS tokopedia busuk cuma dijawab sm AI, saya top up flazz status berhasil tapi saldo tidak bertambah. Mau komplain hubungi CS nya cuma dijawab AI yg jawabannya diulang2 sama sekali tidak ada solusi.",1
memuaskannn 👍👍👍👍🥳,5
tokopedia jelek sekali.. sangat mengganggu... banyak iklan di hp saya.. padahal sdh saya hapus... dzolim namanya,1
Toped top pisan euy .... 6-6-🇲🇨❤️🇲🇨💚🇲🇨,5
Jangan keseringan update dong... Bikin kesel tiap mau buka aplikasi. Update mulu..,2
Pelayanan dan respon oke mantap,5
lagi di coba dulu,4
bagus,5
saya belanja disini selalu dpt harga murah,5
"Beli barang dengan harga lumayan sejak 16 mei, pengiriman jnt dan id express, ajukan komplain pas udah lewat estimasi itupun tambah lagi 1 hari (22 Mei), malah ditolak karena katanya sudah dalam pengiriman, nunggu lagi 72 jam investigasi, sampe sekarang (27 Mei) masih belum sampai, tolong dong admin bantu track paket saya, barang nominalnya 2 digit😭",1
"Serius Nyesal gw pake ni APK,ga jelas banget srius,gw udh transfer kok belum di verif pesanan gw,jadinya gw cancel aja deh pesanan gw ehh malah dana refund gw yg belum gw trima dah lbih dri 3/4 hari ni hati"" yaa kaliann",1
"dua kali order 2 hri sttus pgriman brhnti disatu tmpt aja,1 hr mnunggu kurir full 24 jam g brbh sttus br besokny di pick up,bsokny lg br dkrm,parah....lama bget",1
ok,1
aplikasinya bagus banget bosqu,5
"Kalo ingin maju, jangan pake kurir siLELET !!!",1
"semoga tidak seperti toko or***e, barang sudah sampai hub terakhir malah gak diantar dan dikembalikan ke penj**l. 😔 semoga disini berbelanja aman, nyaman dan menyenangkan.",5
puas pake tokopedia,5
sangat baikk,5
"aplikasinya sering update, bentar"" update",5
"Customer Servicenya dimana Ngumpetnya... Cari in donk... Gak Nemu ngumpet dimana, padahal mereka digaji.",5
baik² saja lanjut,5
Sekarang harga yg tertera berubah saat mau dicek out...model apalagi ya,3
ok,5
jadi banyak tambahan² biaya malah murah di platform lain.,2
"Komplain ditokopedia sangat sulit yg pernah saya alami ,1 bulan lebih gak selesai ,sangat kapok berbelanja di tokopedia ,saya sangat kecewa,karna prosesnya sangat lama dan sangat ribet ,jaminan uang kembali sangat minim apabila tidak sabar dan harus detail bukti2 ,salah aju banding bisa wasalam kalah sama penjual yg nakal ,admin tokopedia sangat lama merespon dlm menindaklanjut di pusat resolusi ,sekarang sangat bobrok sekali pelayanannya ,saya pesan bagi pengguna baru dan pelanggan lama waspada",1
"seringg top up di tokped, selalu dapet promo, belanja apapun di tokped harga jadi miring sukses selalu tokped",5
oke,5
"sudah bagus, cuma masih ada juga toko2 yg agak2 nakal",5
oke,5
"ganti nmr di akun, sudah bisa dan sdh terganti, tapi pas checkout menggunakan paylatter confirm codenya masih di kirim ke nomer yang lama.. gimana ya?",3
"entahlah bagi orang lain, bagi sy ini keseringan update",5
"hati2 belanja di aplikasi tokopedia skrg aplg dgn bernilai uang besar. jelas2 penjual salah mendikripsikan barang dagangannya sehingga barang yg dibeli tidak bisa dipakai karena berbeda ukurannya. adminny tidak bersikap objektif, sudah kasih bukti dan ikuti sesuai yg diminta tetap aja melindungi penjual. Kesalahan penjual , pembeli yg dirugikan dan proses penyelesaian sangat lama. mendingan ke aplikasi orange, komplain mudah dan cepat.",1
mntap..bnyk diskon.. perthn kn.....,5
penyelesaian transaksi bermasalah bertele-tele,1
"aplikasi Tokopedia makin kesini makin kyak sampah gak guna, makin ribet semenjak penggabungan dgn tiktok",1
ok,5
saya sangat senang aplikasi Tokopedia sangat menguntungkan,5
bagus dan praktis,5
sudah tidak ada gratis ongkir😭😭,3
"Kak ini promo gajian , tambahin dong nominal kupon nya jangan 7% , tambahin yg 20% samp 1juta dong ya 🙏",5
"kenapa iklannya muncul di WA terus, sangat mengganggu",1
Uda konfirmasi usia tetap aja gak bisa beli pod via app. terus gunanya verifikasi KTP buat apa klo gak bisa via app buat nyolong data doang???,1
oke,5
"oke, topp",5
bgussssss,5
Mqntap coy,5
KOCAK DIBATALKAN SISTEM APK CACAT,1
baru pertama,3
"mantap,... semenjak saya belanja di Tokopedia, tidak pernah kecewa denga apa yg saya pesen,...👍🏼",5
baik,5
Bembatalan pesanan terlalu ribet.,1
"sejauh ini apknya bagus, tapi tolong kasih fitur lacak posisi kurir dong. biar tahu paket kita sampe dimanaa.",5
baik,5
bagus skalii,5
"Tempat para penipu online berkumpul di Tokopedia, karena istri saya beli minyak goreng tapi yang dikirimnya bukan minyak goreng, sudah begitu dari Tokopedia nya tidak ada keberpihakan kepada pembeli, sehingga ini dapat menjadi lahan subur bagi para penipu lain, padahal banyak komen-komen yang kasusnya sama seperti istri saya, tapi Tokopedia tampaknya tidak mengambil tindakan apapun, enyah itu di banned atau apa lah buat toko online yang terindikasi menipu konsumen.Hati-hati buat konsumen lainnya",1
ok sangat membantu,5
"GO-PAY later dibekukan padahal cicilan udah lunas semua, gk pernah nunggak",1
susah amat di update,4
👍🏻,5
mantap,5
"segini dulu, kalau sudah sesuai pelayanan nambah dah~",4
sangat puas,5
transaksi cepat pengiriman cepat & aman,5
"paling benci kalau dapat expedisi NINJA,JNE,ANTERAJA ,pengantaran melewati batas estimasi,kadang suka barang rusak atau hilang ,udah lama nunggu malah akhirnya ajukan komplain ,tolong beri edukasi pada expedisi tersebut",1
top banget deh,5
ok,5
apk tokopeda jelek pusat resolusinya lambat bikin jengkel. mengajukan pengembalian dana aja sampai berhari-hari Dan Sampai Saat ini takunjung kelar dan memakan waktu. hati2lah belanja disini banyak penjual penipu,1
bagus,5
SYSTEM PENCARIAN NYA SANGAT BURUK... PAYAH...!!! MENDING SHOPEE,1
"tolong buat tokped & tiktok lebih mementingkan seller jngn memanjakan pembeli harus fer, masa bintang 1 lngsung dapet sangsi dihhhhh",3
mantap,5
kok jadi ribet searching nya,5
"Bagus, tapi klw boleh usul sama para resiler, ""bisa cod dong"".",5
"Dana pengembalian belum dikirim, informasi sudah disetujui asuransi tanggal 19 Mei 2025 2x24 jam akan dikembalikan, setelah ditanya tanggal 22 Mei 2025 butuh tambahan waktu sampai tanggal 23 Mei 2025, setelah ditanyakan kembali proses masih dalam pengecekan pihak asuransi kembali, dan informasi di tanggal 24 Mei 2025 ditanyakan kembali bawah proses pengecekan pihak asuransi tidak dapat diestimasi waktu penyelesaiannya sangat mengecewakan",1
transaksi gagal tapi tagihan paylater tetep ada mohon bantuan nya,1
tempat belanja online favorit ku ya Tokopedia 👍,5
good,5
"fitur search produk nya tolong di benahi, susah nyari produk nya",4
"apasih tokped ini,,ke menu pencarian saat diketik nama barang nya gak muncul. aneh bener sampe berulang ulang kali nama nya tetap gak ditemukan nama barang nya",2
aplikasinya suka ada bug masak cari produk gak muncul di suruh pakai kata kunci lain,2
ribet bgt masa ketik 'parfume' aja gak keluar2 produknya ribet,3
Sudah mulai sepi banget jualan di TOKOPEDIA,3
"Tokped aneh, harga barang 60 ribu pas dicek total pesanan kok berubah jadi 87 ribu.. Itu hanya total harga barang saja belum termasuk proteksi,ongkir,dan biaya lain... Hati hati buat yang mau belanja harus dicek dulu..",2
"pencarian sekarang kok malah di batasin yah?.. sebelum update biasanya nyari alat hunting atau sebagainya mudah banget di akses, lah sekarang pada hilang semua njir, gak bisa d cari",1
banyak bug saya tidak dapat mencari barang,3
kenapa mitra Tokopedia masih di alihkan ke Tokopedia,5
"ngaduin komplain ke pihak tokped kalau barang saya belum sampai, prosesnya lama, ribet, muter muter, padahal sudah jelas pihak kurir tidak memposting foto penerimaan barang dari kurir ke pihak pembeli. Buat apa ngaduin komplain kalau akhirnya saya tidak mendapat dana komplain. uang hangus, barang tidak dapat. mending lu hapus nih aplikasi. asli mending pake shopee dan lazada dari pada tokped. ampas",1
"aplikasi nya jelek banget, sering nge bug saat searching barang! mana gue mau beli itu barang cepet! eh terpaksa baru bisa belu besoknya karena TOKPED NGE BUG NYA PARAAAAAAHHHH BANGET! AYO LAH DEV KEMBANGKAN LAGI APK NYA!!!",1
Update terakhir yang guncang 6-6 kok gabisa kolom pencariannya? Disuruh ganti kata kunci mulu?? Tolong dibenerin!,2
setelah update aplikasi tambah jelek. setiap cari barang selalu tidak ada diminta utk ubah kata kunci. bukannya memberikan kemudahan malah ancur,1
setelah di update sangat kacau untuk pencarian produk sangat susah .sangat kecewa ahirnya pindah ke olshop sebelah,1
bugs mulu sekelas Tokopedia banyak masalah,1
terlalu banyak pembatasan kata kunci pencarian.. kalah saing sama toko sebelah,1
"komplen barang susah, ngga bisa upload video unboxing.. ketemu seler penipu di tokped tp ngga bisa komplen barang",2
"tolong aktifkan data di paylater tiktok pedian, saya ada pembayaran , tapi akun tiktok saya terblokir ..bagaimana saya bisa membayar jika tidak ada bantuan dari pihak kalian , sedangkan saya mau membayar nya , di telp terus ..di bantu kaga",1
kenapa tidak bisa buwat top up dana,5
"Aplikasi bagus tidak ada bug, respon admin sangat baik. Tp 2024 sejak gabung tiktok, jdi kurang nyaman dipandang. Tp msh mending drpd oren",3
"Makin kesini makin gajelas banyak eror, untuk cari barang aja sering muncul ""Oopss, produk nggak ditemukan"", padahal keywordnya sangat umum dan kalo dicari dari google ketemu, ujung2nya tetep aja masuk ke app tokped lagi lewat URL di google... Ribet kalo fungsi pencarian di app error mulu!!!",1
"katanya mau bangkrut ya?, cari nama barang gak ada mulu",1
"pesanan saya gk sampai menggunakan expedisi jne, mending putus aja kerjasama dengan jne pesanan sering gk sampai",1
"ternyata makin kesini, Toped makin aneh. pesan barang, udah 3 hari blom di proses penjual, mau dibatalin .. eee nunggu PERSETUJUAN PENJUAL. aneh bner ini Toped. seolah olah kita yg salah. sistem nya tuh diubah, 2 hari gak proses, BATAL SENDIRI, jangan kelamaan. penjual dan pembeli satu kota, proses lama. pengen hapus akun, walaupun sudah terverifikasi, kayaknya mubazir aja. sungguh TIDAK MENGHARGAI KONSUMEN. Memang lebih enak belanja di toko oren sekarang.",1
"pelayanan tokopedia mantab dan cepat, harus diberi rating bintang 5 inii",5
mantap,5
jngn pernah kalian pake aplikasi busuk ini. gampang kena sadap orang. tiba tiba bayak transaksi pembelian pulsa ke no tidak di kenal sedangkan kita tidak melakukannya. aplikasi busuk,1
Tampilan msh lbh bagus n simpel sblm di update,5
lama cuma beli barang kecil aja lemot ga niat,2
baguss,5
"apaan dah sekarang beli paket kena Area Fleet mulu , ya klo emg gk bisa ke daerahnya dibikin dong pas di jasa pengirimannya pemberitahuan klo emg paketnya gk bisa sampe ke daerah yg di tuju , jangan sampe nunggu seminggu lebih baru selesai di proses .... ngaco makin lama makin kesini",1
Kenapa sih sering gangguan kalau saat checkout barang?,2
ongkirnya ga ngotak bjir,1
mantap,5
mudah harga bersaing,5
belanja disini terlalu mahal di ongkir bagusan shoope,1
customer service nya lemot banget ditunggu lama ga ada respon,1
good,5
aplikasi apa tidak bisa COD. kalah sama aplikasi laen,1
toko pedia paling sulit untuk retur barang gak lagidah belanja di tokped,1
cepat dan tepat,4
"CS ga beruguna. CS BOT CS gaji buta. Tokped sarang penipu. pelaporan sudah hampir sebulan, di close sampai 5x Privasi penipu di lindungi. Penanganan benar2 lama. Resi bisa diubah2 sesuka hati sama penjual. tiba2 pesanan selesai. pembelian 4jt, di kirim barang dari resi Shopee seharga 500rupiah(pulpen) Tokped tidak aman. sudah trauma pakai tokped.",1
mau.beliteng.semprot.di.iklan.100 rp bayar.di.tempat.tapi.beda..dngan.tulisan.di layarbagaimana. yahkatanyah.gratis.ongki.jangan.diputar.balik.terus.ohonpemahan.yangbisadi.mengerti.terimakasih.,1
sangat bagus,5
sangat baik,5
"maksa banget buat gabung tiktod. ribet, cair penjualan semakin lama, fokus ke shopee aja lah,, ga banyak drama tiktod tiktodan",1
"selama ini produk selalu bagus sampainya, very good dalam pengiriman. semoga bagus terus deh.. 🙏 sukses selalu. thanks.",5
voucher ilang,1
"Tolong Tokopedia bikin kebijakan proses pesanan jangan lebih dari 2 hari atau pesanan otomatis batal jika proses pesanan lebih dari 2 hatiri, biar penjual tidak semena-mena memproses pesanan. pengalaman tidak enak beli barang dan status pesanan diproses sampai 4 hari dan akhirnya barang tidak dikirim dan batal otomatis setelah hari kelima padahal penjual sudah di chat tapi direspon dengan menyuruha sabar dan menunggu.",3
pesanan 22 mei 2025 gagal pickup terus sampai 25 mei 2025 padahal masih satu kota sampai tanggal 26 mei 2025 tiba² direturn sistem,1
itu knp COD hanya bisa di pakai 1x saja,2
Sy sebagai penjual/Seller di tokped sedikit kecewa karna pencarian dana penjualan biasanya 2x24 jam menjadi 6 hari kerja,4
iklan teroooossss,1
aplikasi online shop yang banyak voucher diskon gede gede an gokil,5
tolong lah kasih ruang untuk pngiriman dengan metode COD blangsak bangt kalo mau cekout jarang ada sistm COD. pembatalan ribet/susah. pngiriman ta menentu ta pernah tepat waktu.!,3
👍🏿👍🏿☕👍🏿👍🏿,4
murah...terjangkau dan cepat,5
gak bisa cod cumak 3 kali kesempatan,1
lambat,5
iklan lu risih bngt,2
bagus dan baik,5
pengiriman sangat lambat,1
sangat membantu,4
"sangat mengecewakan banyak toko yg tidak jujur, tp masih di loloskan tolong min lebih selektif lagi. beli raket yg datang raket anak2",1
Tempt belanja terpercaya,5
harga2 nya aman d kantong.,5
saya kesal komplain chat ke tokopedia care respon lambat jadi saya kasih b1 dulu,1
"mau ganti nomor aja dipersulit, tutup akun datanya gk bisa dipake buat diakun yg lain..,",1
"kok abis update aplikasinya malah ga bisa top-up pembayaran seperti isi ulang pulsa, kuota & isi e-money, tolong diperbaiki lagi sistemnya",2
"10 tahun pake toko pedia skarang beralih market place sebelah aja .. tokopedia semakin buruk, skrg keamanan nya buruk, banyak toko/penjual penipu yang lolos, komplain pun lama proses nya 👎",1
nambah ribet,1
aplikasi yg sangat membantu,5
"Terahir aktif penjual di tampilin min, masak dari pertama order sampai batal otomatis gk ada respon dari penjual, udah nunggu lama"" eh batal",4
bagus banget,5
"makin GK jelas,,,",2
sangat membantu,5
membantu,3
kenapa sekarang sudah tidak ada Gratis ongkir?,4
"saya tidak ada sangkutan sama tokopedia kenapa tiba"" tadi malam uang di saldo dana saya kamu potong tagihan",1
sekarang ongkirnya mahal,5
mesti hati2 mesti teliti belanja di tokopedia sekarang harganya suka nipu mending di shopi,1
mantap,5
"Rekomendasi kurirnya si cepat di hapus aja, bikin pengalaman belanja jadi buruk paket nyampe 2 minggu dan status ga update",1
respon cepa,5
banyak gratisan ongkir nya,5
semoga Tokopedia selalu amanah yaa,5
iklan mu ganggu,1
mantap,5
sejak gabung tiktok jadi jelek,1
dulu bisa dilihat pihak tokonya dalam keadaan aktif atau tidak. sekarang jd ga tau toko mana yg aktif,3
"pelayanan sdh cukup bagus, tp tetap ditingkat agar pelanggan makin percaya dan memilih tokopedi. semangat",5
good,5
"semoga berkembang pesat dan bermanfaat bt saya,Saya baru memulainya.",4
Jelek aplikasinya 😡,1
"sekarang udah gak bisa kLiatan terakhir online toko jam berapa. trus fitur hapus chat inbox tidak ada. kebanyakan inbox, yang udh lama gk bsa dihapus..",2
Tidak manusiawi aturan seller yg terbaru,1
alhamdulillah baik,5
mantap,5
bagus dan mudah digunakan,4
Pelayanan bagus,4
harganya jgn kemahalan,4
"halo tokped, mitrapedia ga bisa dipake lagi kayaknya ya. skrg dialihkan ke tokped. tolong tambahkan fitur bisa cetak dengan printer bluetooth dong seperti mitrapedia",5
Mudah dan cepat. Diskon ongkir lumayan. Kalau ada komplain segera diproses.,5
Alhamdulillah sangat membantu sekali.,5
"Tutup akun saja,sudah kecewa berat,",1
Sangat cepat Proses Cek out,5
barang sesuai dengan apa yang di deskripsikan dan pengiriman terjamin,5
semoga untuk di depan semakin maju,5
memberikan batas pembatalan otonatis kususnya sameday gojek tgl pemesanan tgl 24 jam 20:00 malam pembatalan seharusnya tgl 25 jam 16:00 bukan malah tgl 26 jam 16:00 percuma pakai jasa yang lebih cepat kalau aturannya aburadul tidak bisa memuaskan pembeli lebih berpihak kepada penjual tokopedia tetap jaya di karnakan pembeli bukan di karnakan penjual,1
sangat baik,5
"Buset ni aplikasih jaualnya mahal2 anjir, mending shopee lebih murah.",1
ok,5
"dear admin tokped yang berbahagia,tolonglah ubah kebijakan pesanan otomatis 6hari kerja,kami penjual juga butuh modal untuk diputar.jangan terlalu memanjakan pembeli,itu juga karena ada penjual,kalau begini kebijakannya kami penjual akan pindah kemarket place lain,admin kocak terlalu memanjakan pembeli,kadang pesanan sampai pembeli tdk hiraukan untuk konfirmasi",1
tokopedia sukses slalu,5
menarik dan sangat flexibel,5
Satset,5
good apk,5
pembayaran yang cepat,5
SEMENJAK UPDATE JADI GA BISA DI GESER FEED POSTINGAN PENJUAL,2
di percepat lah . penarikan saldo refund .,2
"Beli barang dari luar pulau, awalnya aman-aman saja cepat langsung dikirim. Setelah 3-4 hari lacak pengiriman, muncul status ""Pesanan sedang diretur: karena barang dilarang kirim"". Kalau memang tidak bisa, harusnya seller dan pihak ekspedisi menolak pengiriman dari awal. Dana refund pun tidak sesuai, harga barang yang tadinya 135.000 ditambah ongkir + jaminan jadi 319.600 hanya dikembalikan 113.500. Sudah coba ajukan komplain ke pihak CS tokopedia tidak ada bantuan atau keterangan yang berarti.",1
tingkatkan quality atas original barang yg ditawarkan sesuai dgn iklan promo,4
baik,5
suka banget sama aplikasi ini,5
gak bisa ganti nomor hp ntah itu nomor siapa,1
min akun Tokopedia saya diretas minta tolong di blokir min,2
parah sih min 🥴,1
ok,4
is the best,5
kadang kadang bagus kadang2 lamban...,5
Tokopedia sekarang gak wangi lagi pelit gak pernah ada discon trs barangnya mahal mahal kena ongkir lagi itupun cuma toko pilihan,2
"Hapus kurir rekomendasi, biang lelet no 1. gabung tiktok makin gak banget tampilannya bye pindah toko oren",2
harga lebih kompetitif,5
belanja di tokped banyak harapan palsu nyari voucher nya susah payah pas udah co tokonya tutup jadi barang gk dikirim saldo kembali tapi voucher hilang co lagi udah dikirim tapi barang hilang ditengah jalan saldo kembali voucher hangus lagi lama2 jadi males belanja,2
"Sebagai seller dan customer, saya kira semenjak digabungkan dengan TikTok, Tokopedia bukan semakin baik, justru malah menurun dari segi manapun, semakin ribet, ruwet, dan bertele-tele. Semoga tidak hanya masa transisi saja.",3
bagus,4
"saya ngajuin komplain barang tidak sesuai, komplain berhari² baru di respon itu pun ribet padahal bukti udah jelas barang yg datang tidak aesuai deskripsi si penjual, parah bgt tokped duh nyesel saya pake aplikasi ini penanganannya lelet, kacau, ribet dan uang saya ilang gitu aja tanpa balik di makan sama penipu !!!!",1
"top banget, gak nyesel deh sering beli disini",3
mantap gan,5
mantap,5
udah di update logo aplikasi masih 5.5 dan skrg belanja malah lebih mahal contoh belanja 20rb ongkir jadi 35rb. yg bener aja malah makin mahal sekarang tokped.,3
"udah lama tidak menggunakan tokopedia. baru mau menggunakan kembali tapi barang tidak jelas pengiriman sudah lama dr estimasi tidak diterima, mengajukan komplain tidak diterima. tokopedia makin gak jelas pelayanannya.. emg lebih baik balik ke shopee lagi",1
mantap,5
payah udah gak ada gratis ongkirnya lagi,1
proses pengajuan pembatalan sangat lama... nunggu 5 hari an. terlalu berpihak ke penjual. padahal penjual nakal,1
👍🏻,5
memuaskan,5
Aplikasi terviral di Bisnis Digital Terbaik👍🙏,5
tambahin opsi perpanjang batas waktu pengiriman dong..,5
Saya rindu tokopedia yang dulu!,1
mantap,5
"Bagus, mudah dan cepat",5
"terlalu banyak update,pertama update 55 sekarang minta lagi update 66 padahal setelah saya perbandingkan pitur nya cuman itu itu aja.",4
apakah sudah tidak bisa dftar affiliate lagi,3
"saya sudah pakai tokopedia tahunan, saya turunin bintangnya karena komplain ke penjual yg nakal, tidak segera kirm barangnya, chat gak pernah direspon, minta pembatalan order harus nunggu persetujuan penjual, penjual seolah-olah mengabaikan dan cuek, waktu pembatalan harus nunggu batal otomatis yg lama sekali, soalnya kalo penjual respon saya bisa membeli di toko lain.. makin lama tokopedia hampir sama seperti toko online yg warna merah yg banyak sekali tukan tipunya..",2
Good aplikasi,5
banyak ke untungan bagi pengguna baru,5
bgus,5
"diskon voucer blom jg di pakek masih di keranjang tapi klo kita balik mau cek barang lain tiba "" ilang lah di pakek aja belum jd males beli akirnya pindah ke toko oren voucernya gak se ribet tokopedia",1
"jangan percaya sama estimasi waktu pengiriman di aplikasi ini , jangan percaya diskon besar , karna harga lebih dahulu di up dri harga sebenernya ... fokus dan harus pintar",1
Tokopedia langganan gk bs kelain hati... 🥰 smg tambah berkembang Tokopedia,5
bagus,5
baik,5
Semua aplikasi Olshop sdh sy coba & akhirnya dlm jangka panjang sy memilih Toped utk jd Default Olshop tp dikarenakan promo²nya kurang relevan seperti tulisan gratis ongkir tp msh jg kena ongkir dll akhirnya sekarang sy lebih memilih toko sebelah yg sepertinya terbukti lebih baik .,2
pelapasan dana ke dompet pejual aanvat 7 terlalu sadis menahan saldo penjual meakipun ada orderan males mau melayani pesanan,1
suka banget sama apk satu ini😁👍,5
BURUK SEKALI KLAIM ASURANSI PEGIRIMAN DARI TGL 02 KEI 2025 BELUM DI PROSES JUGA LAMBAT DAN BERTELE-TELE PIHAK TOKOPEDIA INI. SUDAH LAPOR KE TOKIO JUGA SBG ASURANSI TOKOPEDIA TERNYATA DISANA TIDAK ADA LAPORANNYA. BURUK SEKALI PELAYANAN KALIAN. APABILA INGIN MEMPERBAIKI CITRA KALIAN BISA HUBUNGI AKUN TOKOPEDIA SAYA NUGROHO AZIS WAHYU PRASETYO,1
iklan lu nyebelin sumpah,2
"buruk tidak sesuai, barang lama datang",1
mantap,5
ok,5
baik,5
OK ..... 👌👍👍👍👍👍,5
"ini saya turun bintang karna cs'a lama, baru tau di aplikasi ini pembatalan bulan dari pembeli kena potongan hati2 bli di tokped pembelian kena biaya layanan , pembatalan kena biaya layanan meskipun yg batalin bukan pembeli sungguh apa2 hanya duit2",2
kok mau chek out malah eror terus yaa,4
tokopedia sangan membantu saya dalam segala hal,5
"oke bagus , coba di tingkatkan cara pembayaran nya , ada metode bayar melalui QRIS",5
mantap lebih simple dan kren,5
gampang kalo mau bayar bisa lewat pembayaran digital,5
aplikasi yg sgt mudah & membantu sekaleee,5
belanja di sini memuaskan. pelayanan bagus dan bertanggung jawab... lebih di tingkatkan lagi... TRIms tokped,5
"tolong di perbaiki appsnya, skarang banyak banget toko yg kasih harga murah tapi pas MW checkout kagak bisa tulisan error. jadi kayak kesannya dimanfaatin buat iklan gratis .. 🤣🤣🤣. sering kejebak Mulu Ampe stress gw pake nih apps. sementara pindah shopee dulu lah.",3
toko online termahal se-Indonesia,1
mohon untuk pihak toko pedia saya tidak pernah menggunakan aplikasi tokopedia dan saya tidak pernah melakukan transaksi apaun di aplikasi tapi tiba2 saya WA notifikasi kode verifikasi padahal sy tidak menggunakan aplikasi ini mohon apabila ada hal2 diluar kendali saya saya tidak pernah memakai aplikasi ini terima kasih,5
oke daahh,5
bagus sekali,5
ok,5
respon bagus pengiriman cept,5
"makin lama promonya semakin sedikit, gak ada gratis ongkir, dulu selalu pake tokopedia. sekarang udah pindah ke ecommerce seblah",2
memuaskan berlangganan di tokopedia,5
"fitur shake sangat menggangu sekali, ga ada cara mematikannya dipengaturan dan setelan, uninstall dulu",3
sangat membantu,4
sangat mmbantu,5
good shopinhg 👍,4
makin jelek.,2
ok. mantab,5
keren memang ini aplikasi banyak barang yang bisa dibeli saya sering pesen perlengkapan tamiya disini,5
"bagus menurut saya tapi kecepetan update nya, kalo bisa jangan sering2 update",5
pernah belanja d tokpedia cuman kurirnya tidak d sertakan,4
GA JELAS. UDA ENAK2 TOKOPEDIA MALAH MERGER SAMA TIKTOK. UDA MAKIN AMPAS INI TOKPED. JAUH BGT SAMA SHOPEE.,1
terimakasih dan sukses selalu buat tokopedia,5
pembatalan pesanan terlalu terbelit belit padahal sudah terbukti penjual tidak aktif mestinya harus nunggu berapa hari baru bisa di kembalikan uang kita berbeda dengan apk belanja lain yang penting bukti nyata cepat prosesnya,4
"Pelayanan tokopedia sekarang ini mei 2025 mengerikan, 3 kali transaksi saya d LMJ Motor Parts di bulan mei 2025 itu di batalkan terus oleh sistem begitu bahasanya dan solusi yg di gunakan adalah kembali dana tapi sangat ironis krn dana yg kembali cuma nilai dari barang tersebut dan ongkir yg saya bayarkan tadi mati sia sia padahal pesanan masih berada di wilayah si pengirim/belum di kirim, ini pengalaman yg buruk buat saya 3 kali di rugikan dari pelayanan tokopedia",1
ribet mau mindahin nomer HP/email ke akun lain,2
"fitur penjualan hilang, udah download tetep bingung susah cari chat pembeli",1
Pengajuan pembatalan harus disetujui seller.sedangkan seller tidak responsif,1
Semakin update aplikasi semakin ribet. semua dagangan mau ditaruh didepan. sedangkan status dan histrory transaksi dibelakang. merasa Tidak penting kenyamanan pengguna.,1
Status pengiriman sering tidak update dan aplikasinya kurang friendly user alias ribet,1
"katanya setelah 1 kali transaksi, di transaksi berikutnya mendapatkan voucher belanja 250rb semalam aku co tak tunggu kok gak ada pesan masuk dari voucher , gimana ini",4
aktipin lagi apk mitra Tokopedia nya,5
"hati hati akun tokopedia saya diretas & keamanan tokopedia sangat buruk, akun saya email, nomer hp, dan pin tokopedia diganti oleh peretas tanpa adanya otp ke email maupun sms. parahnya lagi sudah saya email ke tokopedia care melampirkan ktp asli sesuai nama akun tidak ada jawaban sudah 3hari ini. tidak penting kah menurut tokopedia keamanan akun customer ? didalamnya terdapat data dengan ktp dan terhubung dengan gopay saya ? semua dikuras habis. hati hati !!",1
"sejak dibeli tiktok banyak fitur jadi aneh, bahkan pencairan otomatis pun dari 2hari jadi 7hari",2
cukup puas,4
"ga usah download,klo ada komplen soal pesanan ga berpihak pd pembeli tapi pd penjual,pdhl rangking didpt dr pembeli bkn penjual...tuh gw ksh bintang 5,..ksh bintang 1,2,3,4 ga direspon...",5
kalo bisa min order gratis ongkir nya 10rb kak jangan 20rb,5
good,5
bagus,5
"Tokped semogq lebih baik ,dalam melayani customer,toko nya juga lebih di perhatikan pengemasan lebih aman kurir sampai sekarang aman , sopan,ramah",5
"terima kasih banyak Kaka udah banyak membantu saya , sehat dan sukses selalu",5
sangat membantu sekali.. dalam keseharian,5
cek barang kurang lengkap,3
nyampah iklan slalu nongol di game klo skali dua kali ga masalah sering bngt,1
update trs prsaan,3
pokoknya ok,5
sangat memuaskan,5
tolol,1
🙏,4
